aluminum_5086_o,2657.3,71034,0.33,117.2,262.1,30,0,13.2,0.2
aluminum_5086_h32_plate,2657.3,71034,0.33,206.9,310.3,16,0,13.2,0.2
aluminum_5086_h34_sheet,2657.3,71034,0.33,262.1,344.8,13,0,13.2,0.2
aluminum_5086_h34_plate,2657.3,71034,0.33,262.1,351.7,12,0,13.2,0.2
aluminum_5154_o_sheet,2657.3,70345,0.33,110.3,241.4,26,0,13.3,0.2
aluminum_5154_h32_sheet,2657.3,70345,0.33,213.8,282.8,14,0,13.3,0.2
aluminum_5154_h34_sheet,2657.3,70345,0.33,262.1,317.2,10,0,13.3,0.2
aluminum_5154_h38_sheet,2657.3,70345,0.33,296.6,337.9,10,0,13.3,0.2
aluminum_5454_o_sheet,2685.0,70345,0.33,110.3,262.1,22,0,13.1,0.2
aluminum_5454_o,2685.0,70345,0.33,115.2,246.9,24.5,48,13.1,0.2
aluminum_5454_h32_sheet,2685.0,70345,0.33,220.7,275.9,11,0,13.1,0.2
aluminum_5454_h32,2685.0,70345,0.33,199.3,282.1,15.7,32,13.1,0.2
aluminum_5454_h34_sheet,2685.0,70345,0.33,275.9,317.2,11,0,13.1,0.2
aluminum_5454_h32_plate,2685.0,70345,0.33,262.1,275.9,16,0,13.1,0.2
aluminum_5456_o_sheet,2657.3,71034,0.33,172.4,337.9,22,0,13.3,0.2
aluminum_5456_o,2657.3,71034,0.33,160.0,337.9,21.8,31,13.3,0.2
aluminum_5456_h24_sheet,2657.3,71034,0.33,282.8,372.4,13,0,13.3,0.2
aluminum_5456_h321_sheet,2657.3,71034,0.33,255.2,351.7,16,0,13.3,0.2
aluminum_5456_h321_plate,2657.3,71034,0.33,234.5,386.2,14,0,13.3,0.2
aluminum_6061_o_sheet,2712.6,68966,0.33,55.2,124.1,25,0,13.1,0.2
aluminum_6061_t6_sheetthick,2712.6,68966,0.33,282.8,310.3,14,0,13.1,0.2
aluminum_6061_t6_sheetthin,2712.6,68966,0.33,296.6,324.1,12,0,13.1,0.2
aluminum_6061_t6,2712.6,68966,0.33,291.0,309.7,16.5,50,13.1,0.2
aluminum_6061_t651plate,2712.6,68966,0.33,269.0,289.7,16,0,13.1,0.2
aluminum_6063_o_sheet,2712.6,68966,0.33,48.3,89.7,25,0,13,0.2
aluminum_6063_t4_sheet,2712.6,68966,0.33,89.7,172.4,22,0,13,0.2
aluminum_6063_t6_sheet,2712.6,68966,0.33,213.8,241.4,12,0,13,0.2
aluminum_6063_t6,2712.6,68966,0.33,213.8,241.4,18,0,13,0.2
aluminum_6063_t832_sheet,2712.6,68966,0.33,269.0,289.7,12,0,13,0.2
aluminum_6066_o_sheet,2712.6,68966,0.33,82.8,151.7,20,0,12.9,0.2
aluminum_6066_t4_sheet,2712.6,68966,0.33,206.9,358.6,15,0,12.9,0.2
aluminum_6066_t6_sheet,2712.6,68966,0.33,351.7,406.9,12,0,12.9,0.2
aluminum_x7005_o_sheet,2795.7,71034,0.33,82.8,193.1,20,0,13.2,0.2
aluminum_x7005_t6_sheet,2795.7,71034,0.33,317.2,358.6,14,0,13.2,0.2
aluminum_7005_t5351,2795.7,71034,0.33,379.3,427.6,15,43,13.2,0.2
aluminum_7039_o_sheet,2795.7,69655,0.33,103.4,227.6,22,0,13,0.2
aluminum_7039_t6_sheet,2795.7,69655,0.33,379.3,434.5,12,0,13,0.2
aluminum_7039_t61_plate,2795.7,69655,0.33,331.0,400.0,14,0,13,0.2
aluminum_7049_t73_dieforgings,2823.3,70345,0.33,420.7,489.7,7,0,13,0.2
aluminum_7049_t73511_extrusions,2823.3,70345,0.33,427.6,496.6,7,0,13,0.2
aluminum_7049_t75511_extrusions,2823.3,70345,0.33,475.9,531.0,7,0,13,0.2
aluminum_7050_t73652_handforging,2795.7,71034,0.33,413.8,482.8,9,0,13,0.2
aluminum_7050_t736_dieforgings,2795.7,71034,0.33,413.8,482.8,7,0,13,0.2
aluminum_7075_o_sheet,2795.7,71034,0.33,103.4,227.6,17,0,13.1,0.2
aluminum_7075_t6_sheet,2795.7,71034,0.33,524.1,572.4,11,0,13.1,0.2
aluminum_7075_t651plate,2795.7,71724,0.33,524.1,586.2,10,0,13.1,0.2
aluminum_7075_t73_sheet,2795.7,71034,0.33,434.5,496.6,11,0,13.1,0.2
aluminum_7076_t61_,2823.3,66897,0.33,413.8,482.8,14,0,12,0.2
aluminum_7079_o_sheet,2740.3,71724,0.33,103.4,227.6,17,0,13.1,0.2
aluminum_7079_t6_sheet,2740.3,71724,0.33,482.8,531.0,11,0,13.1,0.2
aluminum_7079_t651plate,2740.3,71724,0.33,531.0,579.3,10,0,13.1,0.2
aluminum_7178_o_sheet,2823.3,71724,0.33,103.4,227.6,15,0,13,0.2
aluminum_7178_t6_sheet,2823.3,71724,0.33,517.2,579.3,11,0,13,0.2
aluminum_7178_t76_plate,2823.3,70345,0.33,496.6,558.6,11,0,13,0.2
aluminum_7178_t651plate,2823.3,71724,0.33,579.3,648.3,9,0,13,0.2
aluminum_wrought1060_o_,2712.6,68966,0.33,27.6,69.0,43,0,13.1,0.2
aluminum_wrought1060_h14,2712.6,68966,0.33,89.7,96.6,12,0,13.1,0.2
aluminum_wrought1060_h18,2712.6,68966,0.33,124.1,131.0,6,0,13.1,0.2
aluminum_wrought1100_o,2712.6,68966,0.33,34.5,89.7,35,0,13.1,0.2
aluminum_wrought1100_h14,2712.6,68966,0.33,117.2,124.1,9,0,13.1,0.2
aluminum_wrought1100_h18,2712.6,68966,0.33,151.7,165.5,5,0,13.1,0.2
aluminum_wrought1350_o,2712.6,68966,0.33,27.6,82.8,23,0,13.2,0.2
aluminum_wrought1350_h19,2712.6,68966,0.33,165.5,186.2,1.5,0,13.2,0.2
aluminum_wrought2011_t3,3017.1,70345,0.33,296.6,379.3,15,0,12.7,0.2
aluminum_wrought2011_t8,3017.1,70345,0.33,310.3,406.9,12,0,12.7,0.2
aluminum_wrought2014_o,2795.7,73103,0.33,96.6,165.5,18,0,12.8,0.2
aluminum_wrought2014_t6,2795.7,73103,0.33,469.0,510.3,10,0,12.8,0.2
aluminum_wrought2017_o,2795.7,72414,0.33,69.0,179.3,22,0,13.1,0.2
aluminum_wrought2017_t4,2795.7,72414,0.33,275.9,427.6,22,0,13.1,0.2
aluminum_wrought2024_o,2795.7,73103,0.33,75.9,186.2,22,0,12.9,0.2
aluminum_wrought2024_t3,2795.7,73103,0.33,344.8,482.8,18,0,12.9,0.2
aluminum_wrought2024_t4_ort351,2795.7,73103,0.33,324.1,448.3,20,0,12.9,0.2
aluminum_wrought2024_t361,2795.7,73103,0.33,393.1,496.6,13,0,12.9,0.2
aluminum_wrought2036_t4,2768.0,71034,0.33,193.1,337.9,24,0,13,0.2
aluminum_wrought2219_o,2851.0,73103,0.33,75.9,172.4,18,0,12.4,0.2
aluminum_wrought2219_t31_ort351,2851.0,73103,0.33,248.3,358.6,17,0,12.4,0.2
aluminum_wrought2219_t81_ort851,2851.0,73103,0.33,351.7,455.2,10,0,12.4,0.2
aluminum_wrought3003_o,2740.3,68966,0.33,41.4,110.3,30,0,12.9,0.2
aluminum_wrought3003_h12,2740.3,68966,0.33,124.1,131.0,10,0,12.9,0.2
aluminum_wrought3003_h14,2740.3,68966,0.33,144.8,151.7,8,0,12.9,0.2
aluminum_wrought3003_h18,2740.3,68966,0.33,186.2,200.0,4,0,12.9,0.2
aluminum_wrought3004_o_,2712.6,68966,0.33,69.0,179.3,20,0,13.3,0.2
aluminum_wrought3004_h32,2712.6,68966,0.33,172.4,213.8,10,0,13.3,0.2
aluminum_wrought3004_h34,2712.6,68966,0.33,200.0,241.4,9,0,13.3,0.2
aluminum_wrought3004_h38,2712.6,68966,0.33,248.3,282.8,5,0,13.3,0.2
aluminum_wrought3105_o,2712.6,68966,0.33,55.2,117.2,24,0,13.1,0.2
aluminum_wrought3105_h14,2712.6,68966,0.33,151.7,172.4,5,0,13.1,0.2
aluminum_wrought3105_h18,2712.6,68966,0.33,193.1,213.8,3,0,13.1,0.2
aluminum_wrought3105_h25,2712.6,68966,0.33,158.6,179.3,8,0,13.1,0.2
aluminum_wrought4032_t6,2685.0,78621,0.33,317.2,379.3,9,0,10.8,0.2
aluminum_wrought5005_o,2712.6,68966,0.33,41.4,124.1,25,0,13.2,0.2
aluminum_wrought5005_h14,2712.6,68966,0.33,151.7,158.6,6,0,13.2,0.2
aluminum_wrought5005_h18,2712.6,68966,0.33,193.1,200.0,4,0,13.2,0.2
aluminum_wrought5005_h38,2712.6,68966,0.33,186.2,200.0,5,0,13.2,0.2
aluminum_wrought5050_o,2685.0,68966,0.33,55.2,144.8,24,0,13.2,0.2
aluminum_wrought5050_h34,2685.0,68966,0.33,165.5,193.1,8,0,13.2,0.2
aluminum_wrought5050_h38,2685.0,68966,0.33,200.0,220.7,6,0,13.2,0.2
aluminum_wrought5052_o,2685.0,70345,0.33,89.7,193.1,25,0,13.2,0.2
aluminum_wrought5052_h34,2685.0,70345,0.33,213.8,262.1,10,0,13.2,0.2
aluminum_wrought5052_h38,2685.0,70345,0.33,255.2,289.7,7,0,13.2,0.2
aluminum_wrought5083_o,2657.3,71034,0.33,144.8,289.7,22,0,13.2,0.2
aluminum_wrought5083_h321_orh116,2657.3,71034,0.33,227.6,317.2,16,0,13.2,0.2
aluminum_wrought5086_0,2657.3,71034,0.33,117.2,262.1,22,0,13.2,0.2
aluminum_wrought5086_h32_orh116,2657.3,71034,0.33,206.9,289.7,12,0,13.2,0.2
aluminum_wrought5154_o,2657.3,70345,0.33,117.2,241.4,27,0,13.3,0.2
aluminum_wrought5154_h34,2657.3,70345,0.33,227.6,289.7,13,0,13.3,0.2
aluminum_wrought5154_h38,2657.3,70345,0.33,269.0,331.0,10,0,13.3,0.2
aluminum_wrought5252_h25,2657.3,68966,0.33,172.4,234.5,11,0,13.2,0.2
aluminum_wrought5454_o,2685.0,70345,0.33,117.2,248.3,22,0,13.1,0.2
aluminum_wrought5454_h32,2685.0,70345,0.33,206.9,275.9,10,0,13.1,0.2
aluminum_wrought5454_h34,2685.0,70345,0.33,241.4,303.4,10,0,13.1,0.2
aluminum_wrought5456_o,2657.3,71034,0.33,158.6,310.3,24,0,13.3,0.2
aluminum_wrought5456_h24,2657.3,71034,0.33,282.8,372.4,13,0,13.3,0.2
aluminum_wrought5456_h34,2657.3,71034,0.33,255.2,351.7,16,0,13.3,0.2
aluminum_wrought5657_h25_,2685.0,68966,0.33,137.9,158.6,12,0,13.2,0.2
aluminum_wrought5657_h38_orh28,2685.0,68966,0.33,165.5,193.1,7,0,13.2,0.2
aluminum_wrought6061_o_,2712.6,68966,0.33,55.2,124.1,30,0,13.1,0.2
aluminum_wrought6061_t451,2712.6,68966,0.33,144.8,241.4,25,0,13.1,0.2
aluminum_wrought6061_t651,2712.6,68966,0.33,275.9,310.3,17,0,13.1,0.2
aluminum_wrought6063_o,2685.0,68966,0.33,48.3,89.7,0,0,13,0.2
aluminum_wrought6063_t4,2685.0,68966,0.33,89.7,172.4,22,0,13,0.2
aluminum_wrought6063_t6,2685.0,68966,0.33,213.8,241.4,12,0,13,0.2
aluminum_wrought6066_o,2712.6,68966,0.33,82.8,151.7,18,0,12.9,0.2
aluminum_wrought6066_t4,2712.6,68966,0.33,206.9,358.6,18,0,12.9,0.2
aluminum_wrought6066_t6,2712.6,68966,0.33,358.6,393.1,12,0,12.9,0.2
aluminum_wrought6101_t6,2685.0,68966,0.33,193.1,220.7,15,0,13,0.2
aluminum_wrought7001_o,2851.0,71034,0.33,151.7,255.2,14,0,13,0.2
aluminum_wrought7001_t6,2851.0,71034,0.33,627.6,675.9,9,0,13,0.2
aluminum_wrought7075_o,2795.7,71034,0.33,103.4,227.6,17,0,13.1,0.2
aluminum_wrought7075_t6ort651,2795.7,71034,0.33,503.4,572.4,11,0,13.1,0.2
aluminum_wrought7075_t73,2795.7,71034,0.33,434.5,496.6,11,0,13.1,0.2
aluminum_wrought7178_o,2823.3,71724,0.33,103.4,227.6,16,0,13,0.2
aluminum_wrought7178_t6ort651,2823.3,71724,0.33,537.9,606.9,11,0,13,0.2
aluminum_wrought7178_t76_ort7651,2823.3,71724,0.33,503.4,572.4,11,0,13,0.2
